TransacaoID;ClienteID;DataHora;ValorTransacao;Localizacao;Canal;TipoTransacao;Dispositivo;IdadeCliente;CidadeResidencia;EstadoResidencia;DispositivoPreferido;DistanciaKM;TransacoesUltimos10min;TempoContaAbertaDias;VPNDetectada;SuspeitaFraude;Fraude_IA;FraudeConfirmada
8772;688;2025-05-16 06:10:10;207.05;Fogaça de Camargo - MG;Site;Cartão;iOS;67;Fogaça de Camargo;MG;Android;0;1;1039;0;Não;;Não
8773;886;2025-03-11 04:35:27;122.33;Gonçalves Paulista - PR;Agência;Cartão;iOS;76;Pastor;PR;Android;92;5;2226;0;Não;;Não
8774;314;2025-06-04 17:21:45;186.74;Câmara do Campo - RS;App;Transferência;Android;78;Macedo;RS;Desktop;123;3;1805;0;Não;;Não
8775;833;2025-04-16 02:22:46;580.28;Novaes Paulista - RS;Site;Boleto;Android;57;Ramos de Fogaça;GO;Android;255;2;2971;0;Não;;Não
8776;368;2025-06-29 12:43:57;641.03;Sales de da Costa - PR;App;Transferência;iOS;81;Sales de da Costa;PR;iOS;0;0;1811;0;Não;;Não
8777;755;2025-01-29 00:35:06;211.79;Santos do Oeste - PR;App;Boleto;Android;68;Santos do Oeste;PR;Android;0;1;2945;0;Não;;Não
8778;771;2025-03-02 15:11:23;134.73;Melo - SC;Site;Pix;Outro;29;Melo;SC;Android;0;1;2626;0;Não;;Não
8779;86;2025-05-07 17:19:23;35.35;Pacheco - SC;Site;Transferência;Android;45;Pacheco;SC;Android;0;3;542;0;Não;;Não
8780;60;2025-02-22 13:26:25;343.41;Monteiro Alegre - SC;Site;Pix;iOS;82;Monteiro Alegre;SC;Android;0;2;815;0;Não;;Não
8781;323;2025-05-27 15:23:31;454.52;Barros Alegre - GO;Site;Pix;iOS;46;Barros Alegre;GO;iOS;0;3;2141;0;Não;;Não
8782;253;2025-05-29 23:24:14;37.27;Lopes das Pedras - GO;Agência;Pix;Android;26;Lopes das Pedras;GO;iOS;0;3;2670;0;Não;;Não
8783;403;2025-04-09 13:16:22;44.84;Jesus dos Dourados - PR;App;Boleto;iOS;36;Farias Verde;RS;Android;646;0;3568;0;Não;;Não
8784;493;2025-02-02 18:29:51;415.43;Mendes de Sampaio - PR;App;Transferência;iOS;32;Mendes de Sampaio;PR;Android;0;2;3549;0;Não;;Não
8785;740;2025-06-12 19:32:21;316.89;da Rocha - GO;App;Transferência;Android;35;da Rocha;GO;Android;0;3;304;0;Não;;Não
8786;190;2025-03-06 13:51:26;48.75;Aragão Paulista - RS;Agência;Cartão;Android;56;Aragão Paulista;RS;Android;0;2;2245;0;Não;;Não
8787;802;2025-06-27 01:54:58;44.17;Aparecida do Norte - RS;App;Transferência;iOS;29;Aparecida do Norte;RS;Android;0;5;2071;0;Não;;Não
8788;804;2025-02-10 12:03:15;52.39;Vieira - SP;Agência;Cartão;iOS;63;Vieira;SP;iOS;0;3;208;1;Não;;Não
8789;855;2025-05-26 03:24:10;353.55;Barros das Pedras - MG;Agência;Transferência;Android;80;Barros das Pedras;MG;Android;0;3;1966;0;Não;;Não
8790;294;2025-05-22 03:01:19;43.59;Albuquerque - SP;Agência;Pix;Android;20;Albuquerque;SP;Android;0;4;1206;0;Não;;Não
8791;417;2025-06-15 16:27:45;115.74;Nunes - MG;App;Cartão;iOS;55;Nunes;MG;Android;0;3;1536;0;Não;;Não
8792;741;2025-05-16 19:33:12;36.22;Cassiano - RJ;App;Transferência;iOS;75;Cassiano;RJ;Android;0;3;2922;0;Não;;Não
8793;332;2025-05-07 22:15:16;429.4;Pinto - SP;Site;Boleto;Android;38;Pinto;SP;iOS;0;4;1674;0;Não;;Não
8794;164;2025-03-31 19:11:47;381.0;Duarte de Mendes - GO;App;Transferência;iOS;22;Duarte de Mendes;GO;Android;0;2;1928;0;Não;;Não
8795;645;2025-04-16 20:01:21;413.64;Costa do Galho - PR;Agência;Transferência;Android;65;Siqueira;PR;Android;131;0;2337;0;Não;;Sim
8796;270;2025-05-04 19:09:37;51.45;Caldeira - PR;App;Pix;Android;72;Caldeira;PR;Android;0;5;1518;0;Não;;Não
8797;769;2025-05-10 19:10:04;136.65;Almeida de Pimenta - RJ;Site;Pix;iOS;53;Almeida de Pimenta;RJ;Android;0;0;2561;0;Não;;Não
8798;142;2025-03-27 16:33:55;401.74;Azevedo - PR;App;Cartão;iOS;29;Barbosa de Moura;PR;Android;99;3;1735;0;Não;;Não
8799;410;2025-04-20 02:25:25;18.13;Casa Grande - SC;App;Pix;Android;22;Casa Grande;SC;Android;0;1;281;0;Não;;Não
8800;339;2025-05-03 21:32:45;360.33;Araújo - PR;App;Cartão;Android;43;Cunha da Serra;RS;Android;871;2;471;0;Não;;Não
8801;954;2025-01-31 06:48:53;121.98;Barbosa das Flores - RS;Agência;Pix;Android;23;Barbosa das Flores;RS;iOS;0;2;1798;0;Não;;Não
8802;832;2025-07-11 08:12:33;32.41;Melo de Abreu - RS;Agência;Boleto;iOS;32;Melo de Abreu;RS;Android;0;4;2391;0;Não;;Não
8803;837;2025-05-31 05:36:04;117.98;Macedo - MG;App;Pix;iOS;79;Freitas de Barros;RJ;iOS;768;2;2148;0;Não;;Não
8804;972;2025-04-13 17:39:49;538.74;Fonseca - GO;Site;Transferência;Android;36;Fonseca;GO;iOS;0;3;1897;0;Não;;Não
8805;46;2025-04-19 23:40:29;801.54;Gonçalves das Flores - GO;Agência;Cartão;Android;24;Gonçalves das Flores;GO;iOS;0;5;450;0;Não;;Não
8806;982;2025-05-10 00:58:36;768.9;Pacheco - GO;App;Boleto;Android;42;Pacheco;GO;iOS;0;4;3120;0;Não;;Não
8807;159;2025-06-14 11:11:10;278.33;Cavalcante - GO;Site;Pix;Android;40;Sampaio;RS;Android;545;0;102;0;Não;;Não
8808;400;2025-03-21 08:50:50;446.46;Caldeira da Praia - GO;Agência;Pix;iOS;60;Caldeira da Praia;GO;iOS;0;1;412;0;Não;;Não
8809;963;2025-02-02 09:30:02;204.67;Abreu - PR;Agência;Pix;iOS;40;Abreu;PR;Android;0;2;2781;0;Não;;Não
8810;934;2025-06-23 14:09:47;142.02;Caldeira - MG;Site;Pix;Android;22;Caldeira;MG;Android;0;5;1675;0;Não;;Não
8811;784;2025-05-16 15:19:04;281.03;Viana do Galho - MG;Site;Cartão;iOS;38;Teixeira;RS;Android;986;0;1703;0;Não;;Não
8812;248;2025-05-29 03:18:11;173.46;Costela - GO;App;Transferência;Android;61;Costela;GO;Desktop;0;3;3604;0;Não;;Não
8813;313;2025-04-12 21:51:16;962.33;Pacheco das Pedras - SC;App;Boleto;iOS;19;Pacheco das Pedras;SC;Android;0;3;1165;0;Não;;Não
8814;239;2025-02-14 20:34:07;35.16;Campos - RS;App;Transferência;Android;21;Campos;RS;iOS;0;3;1377;0;Não;;Não
8815;832;2025-04-10 07:13:05;1113.66;Melo de Abreu - RS;Site;Transferência;iOS;32;Melo de Abreu;RS;Android;0;5;2391;1;Não;;Não
8816;786;2025-05-18 20:24:02;739.69;Camargo das Pedras - SC;Site;Transferência;Android;61;Camargo das Pedras;SC;iOS;0;4;589;0;Não;;Não
8817;943;2025-05-30 20:39:31;406.28;Novais da Prata - MG;Site;Boleto;iOS;20;Novais da Prata;MG;iOS;0;5;1897;0;Não;;Não
8818;506;2025-06-01 02:23:53;104.74;Lopes - RS;App;Pix;Android;69;Monteiro;RS;Android;170;4;2811;0;Não;;Não
8819;391;2025-04-10 18:37:28;296.19;Casa Grande de da Cunha - GO;Site;Transferência;Android;62;da Cruz de da Cruz;MG;Outro;665;0;2261;0;Não;;Não
8820;737;2025-04-17 21:29:35;526.65;Alves - PR;Site;Transferência;iOS;51;Alves;PR;Android;0;5;1828;0;Não;;Não
8821;985;2025-07-17 03:41:54;570.34;Sousa - RJ;App;Pix;iOS;45;Dias;RJ;iOS;200;4;3038;0;Não;;Não
8822;599;2025-07-17 11:59:31;200.88;Abreu de Freitas - SP;Site;Cartão;Android;75;Abreu de Freitas;SP;Android;0;0;234;0;Não;;Não
8823;669;2025-02-24 16:22:00;534.03;Campos da Prata - SP;Agência;Boleto;Android;18;Campos da Prata;SP;Android;0;1;78;0;Não;;Não
8824;303;2025-02-26 19:36:03;84.86;Pinto - GO;App;Pix;Android;41;Montenegro de Barros;RJ;Android;1002;4;887;0;Não;;Não
8825;383;2025-03-07 02:28:14;45.89;Barbosa - GO;Agência;Boleto;iOS;35;Barbosa;GO;iOS;0;2;286;0;Não;;Não
8826;740;2025-05-28 09:57:09;122.81;da Rocha - GO;Site;Cartão;Android;35;da Rocha;GO;Android;0;4;304;0;Não;;Não
8827;435;2025-03-05 21:24:05;940.56;Araújo do Galho - PR;Agência;Transferência;iOS;55;Araújo do Galho;PR;Android;0;5;1210;0;Não;;Não
8828;953;2025-02-01 08:30:13;464.04;Mendonça - RJ;App;Pix;iOS;24;Mendonça;RJ;Android;0;1;3034;1;Não;;Não
8829;878;2025-04-18 12:38:07;548.23;Leão das Pedras - SC;Site;Transferência;iOS;47;Leão das Pedras;SC;iOS;0;1;3026;0;Não;;Não
8830;729;2025-03-19 10:17:14;273.97;Cavalcanti do Galho - MG;Agência;Boleto;Desktop;75;Cavalcanti do Galho;MG;Android;0;4;1524;0;Não;;Não
8831;842;2025-05-09 23:33:28;63.81;da Cruz Alegre - RS;Site;Transferência;iOS;37;da Cruz Alegre;RS;iOS;0;5;2829;0;Não;;Não
8832;930;2025-04-10 11:30:36;153.97;Ribeiro - PR;Site;Pix;Android;18;Ribeiro;PR;Android;0;4;893;0;Não;;Não
8833;958;2025-04-26 21:28:58;39.29;Freitas - SC;App;Boleto;Android;58;Freitas;SC;Android;0;0;2450;0;Não;;Não
8834;649;2025-04-09 03:35:36;283.41;Silva - GO;Agência;Transferência;Outro;38;Silva;GO;iOS;0;5;818;0;Não;;Não
8835;823;2025-05-04 13:49:26;1108.98;Costela - SC;Site;Cartão;Desktop;78;Costela;SC;Android;0;2;1872;0;Não;;Não
8836;52;2025-03-22 11:38:33;128.49;Pimenta - PR;App;Pix;Outro;32;Pimenta;PR;iOS;0;3;3625;0;Não;;Não
8837;444;2025-06-04 12:27:25;182.35;Cardoso dos Dourados - MG;Agência;Transferência;iOS;23;Cardoso dos Dourados;MG;Android;0;3;3231;0;Não;;Não
8838;808;2025-03-11 16:34:49;73.13;Barros - PR;App;Cartão;Android;73;Nogueira;RJ;iOS;558;1;3615;0;Não;;Não
8839;504;2025-03-20 19:29:00;1014.53;Silveira - MG;Agência;Transferência;iOS;84;Silveira;MG;iOS;0;4;1877;0;Não;;Não
8840;596;2025-07-16 02:42:17;345.35;Castro - GO;App;Cartão;iOS;56;Castro;GO;Android;0;0;1126;0;Não;;Não
8841;705;2025-01-24 02:34:55;58.23;Nunes - MG;App;Transferência;iOS;60;Nunes;MG;Android;0;3;510;0;Não;;Não
8842;433;2025-02-23 12:42:44;288.74;Melo - SP;Agência;Boleto;Android;79;Melo;SP;iOS;0;5;972;0;Não;;Não
8843;16;2025-02-11 19:09:50;36.03;Freitas - SC;Agência;Cartão;Android;62;Freitas;SC;Android;0;5;1084;0;Não;;Não
8844;262;2025-06-19 05:44:53;386.59;Moura da Serra - MG;Site;Pix;Android;38;Moura da Serra;MG;Outro;0;3;443;0;Não;;Sim
8845;703;2025-02-09 17:41:01;189.18;Peixoto dos Dourados - MG;App;Pix;Android;42;Peixoto dos Dourados;MG;Android;0;3;1463;0;Não;;Não
8846;356;2025-04-24 21:51:16;239.89;Rocha - SC;Site;Cartão;iOS;80;Carvalho;SP;iOS;302;0;1926;0;Não;;Não
8847;712;2025-02-07 09:43:47;346.29;Melo Verde - SP;Site;Boleto;Android;72;Melo Verde;SP;Android;0;4;1764;0;Não;;Não
8848;130;2025-03-26 06:09:24;187.27;da Mota - SP;App;Transferência;Android;26;Cassiano;RJ;Android;909;5;1514;0;Não;;Não
8849;663;2025-03-25 17:04:08;593.95;Melo do Amparo - GO;Agência;Pix;Android;30;Melo do Amparo;GO;iOS;0;2;2928;0;Não;;Não
8850;85;2025-02-16 14:58:18;90.07;Câmara de Minas - PR;App;Cartão;iOS;53;Câmara de Minas;PR;Android;0;2;1989;0;Não;;Sim
8851;388;2025-02-14 10:24:00;133.78;Leão de Minas - SC;Site;Cartão;iOS;56;da Rocha;GO;Android;338;3;2405;0;Não;;Não
8852;440;2025-03-01 05:17:21;119.2;Martins - SC;Site;Pix;iOS;47;Martins;SC;Android;0;5;3285;0;Não;;Não
8853;572;2025-04-01 05:10:14;13.85;Gonçalves de Nascimento - SC;Site;Transferência;Android;58;Gonçalves de Nascimento;SC;iOS;0;1;1759;0;Não;;Não
8854;496;2025-03-03 03:15:24;126.13;Alves de Pacheco - SC;App;Pix;iOS;48;Alves de Pacheco;SC;Android;0;2;1327;0;Não;;Não
8855;232;2025-03-14 12:32:58;1023.88;Sales - RS;Site;Pix;Android;20;Pimenta;GO;Android;1494;5;3608;0;Não;;Não
8856;367;2025-06-14 02:09:48;522.61;Barros - SC;Agência;Pix;iOS;42;Barros;SC;Desktop;0;1;1482;0;Não;;Não
8857;168;2025-05-15 09:48:38;1026.9;Novais de Câmara - RS;App;Pix;iOS;42;Novais de Câmara;RS;Android;0;4;1345;0;Não;;Não
8858;29;2025-04-25 10:44:56;24.19;da Cunha - SC;App;Pix;iOS;27;da Cunha;SC;Android;0;5;2601;0;Não;;Sim
8859;585;2025-05-13 07:53:01;230.04;Rios - GO;App;Boleto;Android;42;Vieira Alegre;GO;iOS;174;4;1432;0;Não;;Não
8860;561;2025-05-11 20:02:24;86.83;Fogaça de Goiás - SC;Site;Transferência;iOS;68;Fogaça de Goiás;SC;iOS;0;0;225;0;Não;;Não
8861;572;2025-06-13 05:59:08;781.36;Gonçalves de Nascimento - SC;Agência;Transferência;iOS;58;Gonçalves de Nascimento;SC;iOS;0;2;1759;0;Não;;Não
8862;581;2025-04-02 15:44:31;1201.56;Cirino do Galho - GO;Site;Cartão;iOS;68;Cirino do Galho;GO;Android;0;2;1271;0;Não;;Não
8863;687;2025-01-27 08:14:42;10.0;Barbosa do Norte - GO;Site;Transferência;Android;78;Leão;SP;Android;1079;3;2604;0;Não;;Não
8864;408;2025-02-05 16:00:21;10.0;Fernandes de Pastor - MG;App;Cartão;Android;66;Fernandes de Pastor;MG;Android;0;1;2568;0;Não;;Não
8865;383;2025-05-03 02:42:03;74.09;Barbosa - GO;Agência;Transferência;Android;35;Barbosa;GO;iOS;0;3;286;0;Não;;Não
8866;138;2025-05-19 12:48:40;564.24;Vieira do Oeste - RS;Site;Pix;iOS;44;Fogaça Grande;PR;iOS;1339;3;1405;0;Não;;Não
8867;695;2025-01-26 02:58:14;287.29;da Rosa de Pires - PR;Agência;Boleto;iOS;77;da Rosa de Pires;PR;Android;0;5;1961;0;Não;;Não
8868;230;2025-05-07 02:21:16;207.98;Porto - SC;App;Pix;iOS;44;Nunes de Minas;GO;iOS;1434;0;1721;0;Não;;Não
8869;90;2025-06-23 05:39:34;181.58;Câmara - MG;Site;Cartão;Android;73;Câmara;MG;Android;0;4;1735;0;Não;;Não
8870;249;2025-03-08 12:47:35;744.56;Moreira da Prata - MG;App;Pix;Android;66;Moreira da Prata;MG;Desktop;0;0;3081;1;Não;;Não
8871;63;2025-04-01 11:27:50;209.99;Cirino de Jesus - SP;App;Transferência;Android;85;Cirino de Jesus;SP;iOS;0;1;2454;0;Não;;Não
8872;450;2025-06-18 15:28:25;326.16;Albuquerque - MG;Site;Transferência;Outro;64;Câmara;SC;Android;580;1;2056;0;Não;;Não
8873;399;2025-06-06 22:46:25;10.0;Moraes Grande - PR;App;Cartão;iOS;34;Rios;SC;iOS;1257;2;2418;0;Não;;Não
8874;693;2025-01-24 09:50:11;10.0;Monteiro - SC;Agência;Cartão;Android;63;Monteiro;SC;Android;0;1;1387;0;Não;;Não
8875;708;2025-04-29 05:58:23;55.4;Lopes da Mata - MG;Site;Pix;iOS;67;Rodrigues Paulista;MG;iOS;152;3;766;0;Não;;Não
8876;873;2025-07-10 16:42:48;15.58;Costela - RS;Agência;Cartão;Android;38;Costela;RS;iOS;0;5;2675;0;Não;;Não
8877;606;2025-01-25 12:18:11;104.84;Costa de Goiás - SC;Site;Boleto;Android;78;Costa de Goiás;SC;Android;0;4;618;0;Não;;Não
8878;767;2025-06-18 01:09:00;443.28;da Rocha - RJ;Site;Boleto;Android;54;Lima do Campo;GO;iOS;1404;0;324;0;Não;;Não
8879;77;2025-06-12 05:08:35;75.96;Sales - SP;Agência;Transferência;Android;75;Sales;SP;iOS;0;1;1016;0;Não;;Não
8880;63;2025-04-14 19:48:01;265.12;Cirino de Jesus - SP;App;Cartão;iOS;85;Cirino de Jesus;SP;iOS;0;0;2454;0;Não;;Sim
8881;424;2025-04-10 02:32:15;10.0;Pimenta de Goiás - RJ;Site;Pix;Android;36;Pimenta de Goiás;RJ;Android;0;4;1889;0;Não;;Não
8882;349;2025-02-18 14:17:20;169.15;da Rocha do Amparo - SC;Agência;Boleto;Android;59;da Rocha do Amparo;SC;Android;0;3;1026;0;Não;;Não
8883;272;2025-03-10 17:24:36;646.69;Machado - SP;App;Boleto;iOS;61;Machado;SP;iOS;0;3;3480;0;Não;;Não
8884;373;2025-05-12 13:27:51;294.96;Novais do Amparo - SC;Site;Cartão;Android;57;Novais do Amparo;SC;Android;0;2;57;0;Não;;Não
8885;192;2025-02-28 18:21:39;361.86;da Rocha das Pedras - RS;Site;Cartão;iOS;44;da Rocha das Pedras;RS;iOS;0;4;3219;0;Não;;Não
8886;441;2025-07-04 00:39:40;271.03;Pinto da Serra - RJ;Agência;Pix;iOS;63;Pinto da Serra;RJ;Android;0;0;2608;0;Não;;Não
8887;88;2025-06-07 17:44:18;414.82;Marques de Costela - GO;App;Transferência;Android;78;Marques de Costela;GO;iOS;0;0;1668;0;Não;;Não
8888;74;2025-05-25 21:37:59;112.27;Mendonça do Campo - PR;App;Transferência;iOS;43;Mendonça do Campo;PR;iOS;0;5;1277;0;Não;;Não
8889;55;2025-07-10 01:58:12;69.5;Vieira - RJ;Agência;Boleto;iOS;73;Vieira;RJ;Android;0;0;1859;0;Não;;Não
8890;166;2025-05-03 05:25:23;489.73;Farias de Silveira - MG;Agência;Cartão;iOS;76;Farias de Silveira;MG;iOS;0;0;1251;0;Não;;Não
8891;20;2025-07-15 18:11:41;192.12;Melo - SC;Agência;Pix;Android;64;Melo;SC;Android;0;2;788;0;Não;;Não
8892;858;2025-04-12 17:33:17;31.52;Sousa de Casa Grande - RS;Agência;Boleto;iOS;66;Sousa de Casa Grande;RS;Android;0;0;3353;0;Não;;Não
8893;254;2025-07-08 09:30:57;652.16;Barros da Prata - PR;App;Cartão;iOS;23;Mendonça do Amparo;GO;Android;670;0;128;0;Não;;Não
8894;236;2025-05-28 05:00:16;46.7;Dias - SC;App;Transferência;iOS;71;Dias;SC;iOS;0;1;3062;0;Não;;Não
8895;75;2025-01-25 21:46:21;1355.75;Pacheco - PR;Agência;Pix;Android;69;Pacheco;PR;iOS;0;2;2662;0;Não;;Não
8896;481;2025-07-03 23:28:07;271.03;Andrade - RJ;Agência;Pix;iOS;53;Andrade;RJ;iOS;0;5;501;0;Não;;Sim
8897;962;2025-04-20 10:00:58;399.99;Monteiro - SP;Agência;Transferência;Desktop;53;Monteiro;SP;iOS;0;4;2281;0;Não;;Não
8898;472;2025-02-24 16:04:23;36.61;das Neves do Sul - PR;App;Transferência;Android;71;Gomes;SC;Desktop;1285;2;3041;0;Não;;Não
8899;991;2025-04-19 16:05:39;353.23;Fonseca - MG;Agência;Pix;iOS;63;Fonseca;MG;iOS;0;1;1072;0;Não;;Não
8900;316;2025-04-25 20:38:32;621.7;Teixeira - RJ;App;Transferência;Desktop;50;Barbosa da Praia;GO;iOS;1484;5;1957;0;Não;;Não
8901;660;2025-02-17 00:56:10;215.28;Cirino de Araújo - MG;Agência;Pix;iOS;82;Cirino de Araújo;MG;Android;0;4;966;0;Não;;Não
8902;175;2025-01-26 12:27:07;167.21;da Mota de da Rocha - MG;App;Boleto;Android;73;da Mota de da Rocha;MG;iOS;0;2;2985;0;Não;;Não
8903;570;2025-03-18 14:47:44;87.65;Barros Paulista - RS;Site;Boleto;iOS;23;Barros Paulista;RS;Android;0;0;77;0;Não;;Não
8904;156;2025-02-02 00:31:40;1276.67;Rocha - SC;App;Transferência;Android;70;Rocha;SC;Android;0;0;3070;1;Sim;;Não
8905;681;2025-07-05 17:03:09;17.33;Ramos - RJ;Agência;Boleto;iOS;63;Ramos;RJ;iOS;0;1;2338;0;Não;;Não
8906;647;2025-02-26 03:31:09;290.46;Sales - GO;Agência;Transferência;Desktop;54;Sales;GO;Android;0;2;1565;0;Não;;Não
8907;12;2025-05-03 21:58:03;87.2;Oliveira - MG;Site;Cartão;Android;61;Oliveira;MG;Desktop;0;2;637;0;Não;;Não
8908;997;2025-04-06 23:31:53;203.44;Aparecida dos Dourados - PR;App;Pix;Android;46;Aparecida dos Dourados;PR;iOS;0;5;598;0;Não;;Não
8909;231;2025-01-31 06:57:48;91.06;Cunha - GO;App;Boleto;Android;67;Cunha;GO;iOS;0;3;2393;0;Não;;Não
8910;734;2025-06-23 04:46:32;76.13;Abreu - PR;Agência;Pix;Android;21;Abreu;PR;Android;0;3;763;0;Não;;Não
8911;533;2025-02-05 10:12:39;923.12;Siqueira - RJ;Site;Boleto;Android;79;Siqueira;RJ;Outro;0;2;3471;0;Não;;Não
8912;207;2025-07-01 19:02:35;176.04;Costa - GO;Agência;Pix;iOS;18;Costa;GO;Android;0;5;3525;0;Não;;Não
8913;398;2025-05-12 01:12:49;339.33;Moura - RS;App;Pix;iOS;37;Moura;RS;Android;0;3;152;0;Não;;Não
8914;285;2025-07-18 08:12:52;366.81;Guerra - RS;Agência;Transferência;iOS;41;Guerra;RS;Android;0;2;869;0;Não;;Não
8915;245;2025-01-31 03:49:01;630.31;da Cunha da Serra - RJ;Site;Transferência;iOS;77;da Cunha da Serra;RJ;Android;0;0;206;0;Não;;Não
8916;15;2025-02-15 03:52:13;662.2;Dias - MG;Agência;Boleto;Android;30;Dias;MG;Android;0;4;3472;1;Não;;Não
8917;301;2025-06-08 17:27:19;97.42;da Cruz - RJ;Site;Cartão;iOS;50;da Cruz;RJ;Android;0;2;495;0;Não;;Não
8918;945;2025-06-28 19:24:48;233.92;Caldeira do Amparo - RJ;Agência;Cartão;iOS;47;Caldeira do Amparo;RJ;Android;0;0;1887;0;Não;;Não
8919;667;2025-02-27 13:47:58;12.3;Ramos da Mata - GO;Site;Cartão;Android;35;da Paz;GO;Android;198;0;2890;0;Não;;Não
8920;198;2025-01-24 04:20:36;885.83;Barros - SP;Agência;Cartão;Android;60;Barros;SP;iOS;0;1;3353;0;Não;;Não
8921;338;2025-04-12 03:42:14;851.8;Andrade - MG;Agência;Boleto;Desktop;47;Andrade;MG;iOS;0;0;3227;0;Não;;Não
8922;925;2025-07-14 05:12:55;641.48;Moreira Grande - RJ;Site;Boleto;Android;76;Moreira Grande;RJ;Android;0;2;2103;0;Não;;Não
8923;283;2025-05-10 16:39:01;312.33;Pastor - MG;App;Boleto;iOS;66;Pastor;MG;Android;0;2;118;0;Não;;Não
8924;565;2025-06-03 22:34:58;448.69;das Neves de Goiás - SP;App;Transferência;iOS;33;das Neves de Goiás;SP;Android;0;3;2038;0;Não;;Não
8925;55;2025-02-15 03:27:21;1209.57;Vieira - RJ;Agência;Transferência;iOS;73;Vieira;RJ;Android;0;0;1859;0;Sim;;Não
8926;280;2025-06-29 14:49:16;1112.5;da Rocha - GO;App;Transferência;Android;49;da Rocha;GO;iOS;0;5;355;0;Não;;Não
8927;289;2025-03-07 09:28:32;44.88;Macedo - MG;Agência;Cartão;Android;84;Cunha;RJ;Android;1426;1;351;0;Não;;Sim
8928;209;2025-05-21 03:33:36;145.78;Cunha - RS;Site;Transferência;iOS;46;Pastor;RJ;Android;813;5;3294;0;Não;;Não
8929;864;2025-04-24 11:08:49;52.53;Costa da Mata - RJ;Site;Transferência;Desktop;45;Costa da Mata;RJ;Android;0;4;3392;1;Não;;Não
8930;308;2025-01-29 19:18:11;113.53;da Mata - MG;App;Cartão;Android;40;da Mata;MG;Android;0;4;58;0;Não;;Não
8931;6;2025-02-26 13:10:19;96.37;Vargas do Sul - SC;App;Pix;Android;45;Vieira dos Dourados;RJ;Android;400;5;2070;0;Não;;Não
8932;180;2025-05-05 05:54:52;18.13;Correia das Flores - MG;App;Cartão;Android;43;Correia das Flores;MG;Android;0;5;1767;0;Não;;Não
8933;712;2025-04-17 03:40:19;410.89;Melo Verde - SP;Site;Transferência;Android;72;Melo Verde;SP;Android;0;5;1764;0;Não;;Não
8934;846;2025-06-27 06:27:20;80.57;Barbosa - RJ;App;Transferência;iOS;84;Barbosa;RJ;Android;0;5;2298;0;Não;;Não
8935;79;2025-06-30 17:12:56;29.38;da Cunha - SC;Site;Pix;Android;20;da Cunha;SC;Android;0;4;2269;0;Não;;Não
8936;966;2025-06-01 18:01:22;10.0;Costela - PR;Site;Boleto;Android;66;Dias;GO;Android;321;5;2149;0;Não;;Não
8937;554;2025-03-26 02:45:09;360.17;Freitas de Monteiro - RS;Site;Pix;Android;72;Freitas de Monteiro;RS;Android;0;4;2487;0;Não;;Sim
8938;660;2025-07-20 02:07:30;657.67;Cirino de Araújo - MG;Site;Cartão;iOS;82;Cirino de Araújo;MG;Android;0;2;966;0;Não;;Não
8939;525;2025-01-28 17:26:34;33.28;Costa da Mata - GO;Site;Transferência;Outro;65;Costa da Mata;GO;iOS;0;2;533;0;Não;;Não
8940;169;2025-05-25 17:37:22;105.95;Silva - MG;Site;Transferência;Android;53;Silveira;GO;Android;657;1;285;0;Não;;Não
8941;910;2025-06-04 20:11:35;10.0;da Mata das Flores - RJ;App;Cartão;Android;46;da Mata das Flores;RJ;Android;0;2;548;0;Não;;Não
8942;807;2025-04-14 03:43:39;298.12;da Rocha - GO;Agência;Cartão;Android;19;da Rocha;GO;iOS;0;0;441;0;Não;;Não
8943;981;2025-05-21 00:29:48;543.68;Pires de Sales - GO;App;Cartão;iOS;23;Pires de Sales;GO;Android;0;0;299;0;Não;;Não
8944;21;2025-07-13 03:53:31;129.31;Pastor da Praia - SP;App;Pix;iOS;26;Pastor da Praia;SP;iOS;0;2;2709;0;Não;;Não
8945;272;2025-06-11 16:06:53;846.47;Machado - SP;Agência;Transferência;Android;61;Machado;SP;iOS;0;5;3480;0;Não;;Não
8946;144;2025-06-21 20:00:38;109.63;Gonçalves de Goiás - GO;App;Pix;Android;60;Gonçalves de Goiás;GO;Android;0;4;536;0;Não;;Não
8947;935;2025-05-05 02:41:09;206.74;Campos da Serra - GO;Site;Transferência;Android;41;Campos da Serra;GO;Android;0;4;555;0;Não;;Não
8948;203;2025-05-08 23:32:37;107.27;Cassiano de Cavalcanti - RS;Agência;Transferência;iOS;27;Cassiano de Cavalcanti;RS;Android;0;2;1698;0;Não;;Não
8949;332;2025-07-05 05:13:26;310.76;Pinto - SP;App;Transferência;Android;38;Pinto;SP;iOS;0;1;1674;0;Não;;Não
8950;43;2025-05-18 21:15:42;36.23;Macedo de Aparecida - SC;App;Boleto;Android;72;Macedo de Aparecida;SC;Android;0;3;1636;0;Não;;Não
8951;832;2025-04-09 07:03:35;132.12;Leão do Amparo - RJ;Site;Cartão;Android;32;Melo de Abreu;RS;Android;949;1;2391;0;Não;;Não
8952;124;2025-05-18 04:43:39;764.8;Souza - PR;Agência;Pix;Android;68;Alves;RJ;Android;1414;2;2752;0;Não;;Sim
8953;92;2025-01-24 03:30:19;10.0;Albuquerque Paulista - PR;Site;Cartão;Android;24;Albuquerque Paulista;PR;iOS;0;0;2677;0;Não;;Não
